Equipment,Timestamp,Temperature,Vibration,Usage_Hours,Lubrication_Status,Motor_Current,Pressure,Humidity,Conveyor_Speed,Maintenance_Required
CNC Machine,2023-07-02 01:54:59,20.2,0.05,509,Low,5.3,84,41,,No
Robot,2020-03-14 05:08:45,38.9,0.05,509,Low,7.9,100,50,2.04,No
CNC Machine,2022-12-24 04:03:28,75.4,0.5,1217,Good,5.3,100,51,,No
Conveyor Belt,2020-07-05 07:56:20,59.3,0.05,1993,Low,14.0,88,69,,No
Conveyor Belt,2020-08-10 03:31:41,20.2,0.47,918,Empty,9.3,85,64,1.13,Yes
Robot,2023-09-16 23:58:34,60.1,0.27,1843,Empty,13.4,91,54,,Yes
Stamping Machine,2020-03-14 05:08:45,79.7,0.5,587,Low,20.0,80,62,,Yes
CNC Machine,2022-07-12 22:45:22,75.6,0.14,1405,Low,6.8,100,62,,Yes
Conveyor Belt,2022-07-12 22:45:22,23.8,0.15,509,Good,10.1,80,62,,No
Stamping Machine,2022-09-03 23:14:49,29.0,0.5,1187,Low,17.4,100,35,,No
Stamping Machine,2020-07-05 07:56:20,20.2,0.2,509,Low,12.6,83,30,,Yes
Stamping Machine,2020-10-18 06:17:22,54.6,0.36,509,Low,20.0,100,37,,Yes
Stamping Machine,2023-09-16 23:58:34,56.3,0.38,900,Empty,5.3,100,70,,Yes
Stamping Machine,2022-09-03 23:14:49,68.9,0.5,509,Empty,17.8,80,52,,Yes
Robot,2022-09-03 23:14:49,60.4,0.12,761,Empty,9.2,88,34,2.03,No
Stamping Machine,2020-03-14 05:08:45,72.6,0.36,889,Good,5.3,86,52,,No
CNC Machine,2023-07-24 16:21:48,20.2,0.34,509,Low,20.0,80,36,,Yes
Stamping Machine,2020-06-27 13:41:39,37.5,0.46,509,Low,20.0,80,35,,No
CNC Machine,2021-06-20 23:29:22,75.4,0.5,509,Low,14.5,98,30,,Yes
CNC Machine,2020-03-14 05:08:45,49.8,0.5,509,Good,12.0,84,39,,Yes
Conveyor Belt,2023-09-16 23:58:34,29.2,0.05,1834,Good,20.0,80,66,,Yes
Stamping Machine,2023-09-16 23:58:34,35.1,0.5,509,Good,10.0,80,30,,Yes
Conveyor Belt,2022-01-13 11:52:31,71.0,0.05,737,Low,5.3,100,70,,Yes
Robot,2022-12-24 04:03:28,79.7,0.5,509,Empty,12.5,80,49,,No
Robot,2023-09-16 23:58:34,20.2,0.05,1109,Empty,12.8,80,70,1.98,No
CNC Machine,2020-01-06 23:09:12,79.7,0.05,509,Empty,5.3,93,67,,Yes
Stamping Machine,2020-10-18 06:17:22,25.3,0.5,880,Low,20.0,97,48,,No
Stamping Machine,2020-11-06 00:46:27,75.2,0.28,949,Empty,12.6,92,48,2.01,Yes
Stamping Machine,2022-09-03 23:14:49,53.1,0.27,1248,Low,12.3,100,38,1.98,No
Stamping Machine,2022-09-03 23:14:49,20.2,0.05,509,Empty,10.3,100,60,,No
CNC Machine,2021-10-24 16:48:04,74.7,0.07,1507,Empty,14.8,100,30,1.88,No
Conveyor Belt,2020-07-05 07:56:20,79.7,0.5,509,Empty,19.5,86,57,,Yes
Robot,2022-01-08 16:52:54,59.7,0.24,509,Low,5.3,100,30,,No
CNC Machine,2020-01-16 21:08:39,31.4,0.5,776,Empty,17.0,91,44,1.86,Yes
CNC Machine,2022-02-04 09:20:03,64.1,0.1,1023,Low,11.3,96,30,,Yes
Stamping Machine,2020-03-14 05:08:45,61.2,0.05,509,Low,5.4,91,70,,No
Conveyor Belt,2022-09-03 23:14:49,20.2,0.47,509,Low,9.9,93,70,,Yes
Stamping Machine,2022-01-03 02:07:29,39.5,0.5,973,Low,11.7,100,35,,Yes
Stamping Machine,2022-04-21 13:10:24,79.7,0.5,1026,Good,20.0,80,30,,No
Stamping Machine,2021-10-14 00:34:41,48.0,0.49,509,Good,20.0,84,30,,Yes
Stamping Machine,2021-10-24 16:48:04,65.2,0.05,509,Good,15.8,91,34,,Yes
CNC Machine,2022-09-03 23:14:49,23.2,0.16,1191,Good,12.3,100,44,1.91,Yes
Conveyor Belt,2020-11-06 00:46:27,49.5,0.15,509,Low,10.6,100,49,,Yes
Stamping Machine,2023-09-16 23:58:34,52.6,0.5,1742,Low,6.7,100,30,1.92,No
CNC Machine,2020-11-06 00:46:27,74.0,0.43,509,Good,13.3,100,30,1.91,Yes
Conveyor Belt,2022-09-03 23:14:49,42.8,0.09,509,Empty,20.0,100,60,,Yes
CNC Machine,2020-01-20 08:19:37,68.1,0.36,834,Empty,7.3,100,30,,No
Stamping Machine,2020-01-06 23:09:12,30.3,0.24,509,Low,20.0,85,30,,Yes
Robot,2022-09-03 23:14:49,20.2,0.5,1597,Low,10.5,85,30,,Yes
Conveyor Belt,2023-09-15 23:39:07,20.2,0.31,1056,Good,13.6,100,30,,Yes
Stamping Machine,2020-03-14 05:08:45,55.9,0.5,509,Low,20.0,90,38,,Yes
Conveyor Belt,2022-09-03 23:14:49,20.2,0.05,509,Good,8.0,90,34,,No
Conveyor Belt,2022-07-04 01:26:47,20.2,0.23,509,Good,12.9,100,38,,No
Conveyor Belt,2023-09-22 03:26:36,22.0,0.05,509,Empty,12.8,88,46,,Yes
CNC Machine,2022-07-04 01:26:47,20.2,0.19,759,Empty,18.8,89,34,,Yes
Conveyor Belt,2023-07-02 01:54:59,20.2,0.07,1332,Low,19.3,80,35,1.92,Yes
Stamping Machine,2022-09-03 23:14:49,20.2,0.23,771,Low,19.6,80,35,,No
CNC Machine,2023-09-15 23:39:07,70.3,0.31,863,Empty,18.2,81,39,,Yes
Robot,2022-09-03 23:14:49,51.4,0.5,509,Good,20.0,80,70,,Yes
Robot,2022-09-03 23:14:49,20.2,0.3,1088,Low,5.3,88,55,,Yes
CNC Machine,2022-09-03 23:14:49,76.2,0.5,509,Empty,5.3,80,47,,No
Robot,2021-02-26 19:35:04,36.0,0.05,509,Low,6.9,80,63,,Yes
Robot,2022-07-12 22:45:22,20.2,0.37,999,Good,5.3,100,52,1.86,No
Conveyor Belt,2022-01-08 16:52:54,55.0,0.17,1091,Good,7.7,87,41,,No
Stamping Machine,2022-09-03 23:14:49,40.8,0.13,765,Low,13.8,93,31,,No
Stamping Machine,2022-09-03 23:14:49,29.4,0.5,884,Low,6.5,100,44,,Yes
Conveyor Belt,2022-09-03 23:14:49,67.1,0.05,790,Low,11.3,100,30,,Yes
Robot,2023-09-22 03:26:36,64.4,0.05,849,Low,20.0,80,53,,Yes
Stamping Machine,2023-09-15 23:39:07,63.0,0.05,509,Good,20.0,92,40,,No
Stamping Machine,2022-07-12 22:45:22,20.2,0.5,1019,Empty,14.6,84,39,,No
CNC Machine,2022-09-03 23:14:49,60.6,0.34,1263,Low,12.2,94,34,,Yes
Robot,2021-10-24 16:48:04,79.7,0.5,509,Low,20.0,80,30,,Yes
Conveyor Belt,2020-07-05 07:56:20,79.7,0.16,509,Low,11.9,100,36,,No
Conveyor Belt,2021-02-26 19:35:04,73.5,0.22,1126,Empty,12.6,97,70,,Yes
Robot,2020-07-05 07:56:20,35.2,0.07,1655,Empty,13.3,96,30,2.5,No
Stamping Machine,2020-10-18 06:17:22,20.2,0.41,509,Low,13.7,89,38,,No
Stamping Machine,2023-09-16 23:58:34,20.2,0.07,987,Empty,19.2,80,38,,Yes
CNC Machine,2020-03-14 05:08:45,20.2,0.48,509,Low,8.9,97,55,,Yes
Stamping Machine,2021-05-06 05:33:14,29.8,0.33,509,Low,16.6,82,54,,Yes
Stamping Machine,2022-09-03 23:14:49,32.5,0.2,1883,Empty,19.5,100,59,,No
Stamping Machine,2021-06-20 23:29:22,20.2,0.08,830,Low,5.3,100,44,1.75,Yes
CNC Machine,2022-04-21 13:10:24,20.2,0.05,622,Good,5.3,100,38,,Yes
Conveyor Belt,2020-03-14 05:08:45,72.4,0.5,509,Good,9.3,100,30,1.91,No
Robot,2021-12-10 16:13:49,20.2,0.06,509,Good,18.8,98,35,,No
Stamping Machine,2020-04-23 18:42:40,56.7,0.29,1036,Low,12.1,83,70,,No
Stamping Machine,2022-09-03 23:14:49,73.2,0.5,724,Empty,20.0,80,70,,No
Stamping Machine,2020-11-21 03:36:35,20.2,0.37,1993,Good,15.3,80,68,,Yes
Stamping Machine,2020-10-18 06:17:22,20.2,0.5,509,Low,20.0,100,30,1.96,No
Robot,2022-09-03 23:14:49,20.2,0.05,509,Low,20.0,82,51,2.19,No
CNC Machine,2022-04-05 21:56:47,20.2,0.5,509,Empty,8.2,96,50,,No
CNC Machine,2023-09-16 23:58:34,23.3,0.33,509,Low,16.4,86,30,1.86,No
Robot,2020-03-14 05:08:45,34.2,0.5,982,Good,19.7,100,30,,Yes
CNC Machine,2021-02-24 14:18:36,75.2,0.05,509,Good,13.1,100,35,,Yes
Conveyor Belt,2020-03-14 05:08:45,54.9,0.5,695,Empty,6.7,97,67,,Yes
CNC Machine,2023-09-16 23:58:34,56.5,0.26,554,Empty,8.2,100,46,,No
Stamping Machine,2022-09-03 23:14:49,20.2,0.1,509,Good,20.0,80,37,,No
Stamping Machine,2022-09-03 23:14:49,31.6,0.25,771,Good,11.0,100,64,1.88,Yes
Stamping Machine,2020-11-06 00:46:27,20.2,0.5,784,Low,17.1,84,70,,Yes
Stamping Machine,2020-01-06 23:09:12,20.2,0.07,747,Low,7.1,80,70,,Yes
CNC Machine,2022-01-05 09:18:58,71.0,0.35,509,Low,14.6,98,70,,Yes
Robot,2023-09-15 23:39:07,20.2,0.18,509,Good,12.9,95,70,,No
CNC Machine,2021-06-20 23:29:22,20.2,0.05,1411,Good,5.3,100,30,,No
Robot,2022-09-29 17:02:08,20.2,0.05,509,Low,5.3,99,30,,No
Robot,2021-06-20 23:29:22,27.9,0.05,1993,Empty,10.1,86,70,,No
Robot,2023-07-18 10:48:35,20.2,0.25,751,Good,5.3,100,56,1.99,Yes
Stamping Machine,2022-09-29 17:02:08,20.2,0.08,1544,Good,9.1,99,44,1.63,No
Stamping Machine,2022-09-03 23:14:49,29.0,0.37,857,Empty,16.2,95,36,,Yes
Stamping Machine,2023-09-15 23:39:07,74.0,0.25,509,Low,20.0,85,51,,No
Robot,2023-01-21 15:34:41,20.2,0.35,509,Empty,8.8,80,61,1.89,No
Robot,2022-09-03 23:14:49,52.6,0.5,509,Low,15.6,100,30,,Yes
Stamping Machine,2022-01-13 11:52:31,20.2,0.5,509,Low,13.9,80,30,,Yes
CNC Machine,2022-07-12 22:45:22,79.7,0.5,509,Good,6.6,80,38,1.15,Yes
Stamping Machine,2022-09-03 23:14:49,79.7,0.33,1809,Low,7.4,100,54,,No
Conveyor Belt,2020-11-06 00:46:27,67.5,0.12,852,Empty,6.6,87,70,,Yes
CNC Machine,2023-09-13 19:13:21,50.9,0.47,1623,Good,6.9,84,70,,No
Conveyor Belt,2023-09-16 23:58:34,67.4,0.43,1234,Low,10.7,100,56,,Yes
Robot,2020-03-14 05:08:45,45.7,0.31,1993,Good,20.0,98,30,,No
Stamping Machine,2022-09-03 23:14:49,20.2,0.12,1364,Low,12.4,92,30,,Yes
Conveyor Belt,2022-09-03 23:14:49,76.0,0.38,509,Empty,14.8,98,68,1.87,No
Robot,2022-07-12 22:45:22,47.5,0.48,509,Low,11.7,99,30,1.06,No
Stamping Machine,2022-09-03 23:14:49,20.2,0.05,1261,Good,7.4,93,70,,No
Stamping Machine,2021-10-14 00:34:41,70.9,0.15,509,Low,16.9,90,30,,Yes
CNC Machine,2020-03-14 05:08:45,20.2,0.05,509,Low,19.6,80,68,,Yes
Conveyor Belt,2022-09-03 23:14:49,38.0,0.5,509,Empty,20.0,80,30,,Yes
CNC Machine,2023-09-16 23:58:34,69.4,0.5,745,Low,14.9,83,30,,Yes
Stamping Machine,2020-11-06 00:46:27,29.7,0.08,883,Empty,16.1,96,30,,Yes
Robot,2020-07-05 07:56:20,20.2,0.12,553,Low,12.3,100,30,,Yes
CNC Machine,2020-10-18 06:17:22,57.3,0.3,509,Empty,6.3,90,37,,Yes
Stamping Machine,2023-09-15 23:39:07,79.7,0.5,652,Empty,14.2,96,42,1.41,No
Robot,2023-09-15 23:39:07,31.2,0.39,509,Good,18.0,80,45,,Yes
Conveyor Belt,2022-07-04 01:26:47,67.8,0.05,971,Empty,16.6,100,48,,Yes
Stamping Machine,2022-09-03 23:14:49,34.7,0.07,735,Low,10.5,80,67,,Yes
Stamping Machine,2022-09-03 23:14:49,62.6,0.5,509,Low,18.0,84,48,,No
Stamping Machine,2023-07-24 16:21:48,20.2,0.26,509,Good,13.3,100,50,,Yes
Robot,2020-10-18 06:17:22,20.2,0.2,509,Good,17.1,100,34,,Yes
Conveyor Belt,2022-09-03 23:14:49,79.7,0.34,509,Empty,7.8,100,37,,Yes
CNC Machine,2022-09-03 23:14:49,79.7,0.5,509,Good,20.0,87,36,,No
Robot,2022-09-03 23:14:49,20.2,0.5,509,Low,5.3,84,44,1.87,Yes
Conveyor Belt,2023-09-15 23:39:07,20.2,0.31,509,Low,13.5,99,55,,Yes
Stamping Machine,2023-09-16 23:58:34,43.0,0.38,1531,Low,7.5,100,35,1.06,No
CNC Machine,2021-10-14 00:34:41,52.7,0.44,509,Low,20.0,89,44,,Yes
Robot,2022-09-03 23:14:49,59.1,0.5,1060,Good,16.6,84,30,2.9,Yes
Conveyor Belt,2023-07-02 01:54:59,46.4,0.5,823,Good,17.7,85,30,,Yes
Robot,2022-10-30 20:56:26,62.5,0.44,746,Good,20.0,82,46,,Yes
Stamping Machine,2020-04-04 06:24:32,46.1,0.5,509,Low,8.2,100,30,,No
Robot,2023-07-02 09:00:22,30.0,0.11,637,Empty,19.1,94,30,,No
Stamping Machine,2020-01-06 23:09:12,59.1,0.05,596,Low,9.1,91,51,,Yes
Robot,2020-07-29 19:57:50,72.6,0.5,509,Good,11.9,100,36,,No
Conveyor Belt,2022-09-29 17:02:08,20.2,0.31,1066,Empty,14.2,100,37,,No
Robot,2022-12-24 04:03:28,29.1,0.5,509,Good,5.3,96,30,1.98,Yes
Stamping Machine,2022-09-29 17:02:08,50.4,0.18,1993,Good,17.1,96,30,,No
Stamping Machine,2022-09-03 23:14:49,20.2,0.22,509,Good,20.0,85,36,,Yes
Conveyor Belt,2022-09-03 23:14:49,51.0,0.5,823,Low,13.5,83,30,1.91,Yes
Stamping Machine,2021-09-28 02:47:06,79.7,0.05,1535,Low,20.0,97,51,,Yes
CNC Machine,2023-07-18 10:48:35,20.2,0.42,623,Low,20.0,88,30,,Yes
Robot,2022-07-04 01:26:47,20.2,0.05,509,Low,20.0,100,30,,No
Robot,2021-09-28 02:47:06,50.7,0.39,509,Empty,13.9,86,45,,Yes
Robot,2020-07-05 07:56:20,20.2,0.5,509,Good,10.2,80,58,,Yes
CNC Machine,2022-01-08 16:52:54,20.2,0.5,1468,Empty,7.8,100,30,,No
Conveyor Belt,2022-09-03 23:14:49,58.4,0.07,886,Empty,19.3,80,47,1.87,Yes
CNC Machine,2022-09-03 23:14:49,20.2,0.05,1993,Good,20.0,85,70,,Yes
Robot,2022-07-04 01:26:47,71.2,0.07,509,Low,5.3,99,38,,No
Stamping Machine,2023-07-18 10:48:35,48.3,0.07,758,Good,7.5,100,70,,Yes
Stamping Machine,2022-10-30 20:56:26,74.6,0.08,510,Low,13.7,92,45,2.03,Yes
Robot,2020-04-03 06:01:09,20.2,0.47,1173,Low,5.3,89,49,,No
Conveyor Belt,2022-09-03 23:14:49,20.2,0.05,929,Empty,11.2,82,59,2.02,Yes
CNC Machine,2023-09-15 23:39:07,70.7,0.39,1043,Empty,20.0,82,30,,Yes
Robot,2022-07-12 22:45:22,72.8,0.5,509,Good,6.9,100,70,,No
Conveyor Belt,2020-04-03 03:08:29,73.9,0.42,545,Low,20.0,100,37,,Yes
Conveyor Belt,2022-09-03 23:14:49,51.1,0.39,903,Empty,20.0,80,55,,No
Robot,2022-09-03 23:14:49,20.2,0.33,1282,Empty,14.2,90,51,,Yes
CNC Machine,2020-10-18 06:17:22,53.3,0.47,1993,Empty,5.3,98,70,,No
Stamping Machine,2022-04-21 13:10:24,31.6,0.23,509,Low,7.9,88,61,,No
CNC Machine,2022-10-18 19:14:16,20.2,0.23,927,Low,13.2,80,41,,No
Stamping Machine,2020-07-05 07:56:20,20.2,0.28,509,Low,17.7,80,43,,Yes
Conveyor Belt,2020-10-18 06:17:22,20.2,0.05,509,Good,18.9,100,64,,Yes
Stamping Machine,2023-09-16 23:58:34,73.7,0.06,877,Good,20.0,91,70,,Yes
CNC Machine,2020-11-06 00:46:27,20.2,0.5,685,Empty,8.1,100,39,,No
Stamping Machine,2023-09-15 23:39:07,20.2,0.05,509,Empty,5.3,99,45,1.88,No
Stamping Machine,2020-02-08 01:42:40,79.7,0.32,1424,Low,5.3,100,64,1.92,No
Robot,2020-10-18 06:17:22,68.9,0.16,509,Good,10.6,89,70,,Yes
CNC Machine,2023-09-16 23:58:34,20.2,0.05,834,Good,5.3,97,41,1.88,No
Robot,2022-04-21 13:10:24,67.7,0.35,509,Good,20.0,91,48,,Yes
Stamping Machine,2023-09-15 23:39:07,20.2,0.11,509,Good,7.4,100,54,1.96,Yes
CNC Machine,2022-10-30 20:56:26,52.4,0.5,509,Low,8.8,94,36,,No
CNC Machine,2022-04-21 13:10:24,44.3,0.5,1170,Empty,6.5,100,63,,Yes
Stamping Machine,2020-10-18 06:17:22,33.3,0.5,509,Low,5.3,100,38,,No
CNC Machine,2022-09-03 23:14:49,20.2,0.05,872,Low,5.3,100,64,,No
Robot,2023-01-21 15:34:41,27.9,0.08,509,Empty,19.9,100,70,,Yes
Conveyor Belt,2020-03-14 05:08:45,20.2,0.18,509,Low,18.7,97,34,1.06,Yes
Stamping Machine,2022-02-04 09:20:03,20.2,0.24,1890,Good,9.5,100,70,,No
CNC Machine,2023-01-21 15:34:41,20.2,0.3,602,Low,19.2,100,30,1.52,Yes
Stamping Machine,2020-11-07 17:17:59,20.2,0.05,509,Good,19.7,85,43,,No
Conveyor Belt,2021-10-24 16:48:04,31.7,0.5,509,Low,16.6,81,70,1.88,No
Conveyor Belt,2021-02-11 00:06:13,65.6,0.5,509,Good,11.9,82,35,,Yes
Stamping Machine,2021-05-22 13:42:41,20.2,0.05,509,Good,18.5,100,38,,No
Stamping Machine,2020-03-24 02:53:04,39.7,0.05,509,Good,20.0,100,38,,Yes
CNC Machine,2023-09-22 03:26:36,44.3,0.11,979,Low,7.9,98,70,,Yes
CNC Machine,2020-07-05 07:56:20,61.3,0.5,1482,Good,15.0,100,30,,Yes
Stamping Machine,2022-07-12 22:45:22,20.2,0.05,743,Empty,5.3,88,70,,Yes
Stamping Machine,2020-06-15 14:53:51,79.7,0.05,781,Low,19.5,84,62,,No
Stamping Machine,2022-09-29 17:02:08,58.8,0.05,1624,Low,14.6,80,63,,No
Stamping Machine,2023-07-24 16:21:48,43.2,0.35,509,Good,20.0,100,34,,Yes
Conveyor Belt,2022-09-03 23:14:49,79.7,0.41,509,Low,17.8,100,65,,No
CNC Machine,2023-07-24 16:21:48,74.8,0.5,509,Empty,6.7,100,70,,Yes
Stamping Machine,2022-01-08 16:52:54,24.0,0.24,661,Low,19.1,80,53,,Yes
CNC Machine,2020-05-23 18:54:37,20.2,0.06,509,Low,5.3,100,40,1.89,Yes
Robot,2022-09-03 23:14:49,27.3,0.13,509,Low,20.0,89,37,2.04,Yes
CNC Machine,2022-09-03 23:14:49,20.2,0.2,509,Low,12.2,80,70,,No
Conveyor Belt,2023-09-16 23:58:34,49.6,0.5,509,Low,19.9,84,70,,Yes
CNC Machine,2022-07-12 22:45:22,57.5,0.29,1331,Low,7.0,100,41,,No
Stamping Machine,2022-07-12 22:45:22,67.5,0.12,765,Empty,7.0,100,31,1.9,No
CNC Machine,2022-07-12 22:45:22,67.2,0.5,779,Empty,9.3,86,58,,Yes
Conveyor Belt,2020-07-05 07:56:20,57.1,0.5,1286,Low,9.9,86,55,,Yes
Robot,2022-09-29 17:02:08,44.1,0.5,1562,Low,19.9,85,37,,Yes
Conveyor Belt,2022-01-13 11:52:31,20.2,0.25,509,Good,20.0,86,45,1.89,Yes
Stamping Machine,2022-09-03 23:14:49,35.8,0.08,509,Low,5.3,80,57,,No
Conveyor Belt,2020-03-14 05:08:45,20.2,0.25,1993,Good,5.3,92,70,,No
Robot,2020-07-05 07:56:20,77.6,0.5,1985,Low,12.0,100,30,1.9,Yes
Conveyor Belt,2022-09-03 23:14:49,62.1,0.13,1817,Low,20.0,88,70,,Yes
Stamping Machine,2022-09-03 23:14:49,38.5,0.5,509,Good,19.0,82,30,1.88,No
Stamping Machine,2020-01-06 23:09:12,79.7,0.14,509,Empty,5.3,100,40,1.92,Yes
Stamping Machine,2020-10-18 06:17:22,20.2,0.37,509,Low,18.6,100,63,1.88,Yes
Robot,2020-07-05 07:56:20,24.2,0.05,509,Good,20.0,96,34,,Yes
Conveyor Belt,2023-07-02 01:54:59,69.6,0.16,509,Good,5.3,100,30,1.9,No
Robot,2022-09-03 23:14:49,37.4,0.39,840,Low,20.0,80,70,1.89,No
CNC Machine,2022-12-24 04:03:28,33.5,0.43,509,Empty,9.3,89,38,,Yes
CNC Machine,2022-10-30 20:56:26,35.5,0.48,509,Good,9.1,100,66,,No
Stamping Machine,2023-01-21 15:34:41,20.2,0.19,1320,Good,8.4,100,49,,Yes
Stamping Machine,2023-04-29 13:50:53,20.2,0.36,1674,Good,18.7,80,70,,Yes
Stamping Machine,2022-04-21 13:10:24,20.2,0.33,1689,Low,19.9,91,30,1.06,Yes
Stamping Machine,2023-09-15 23:39:07,33.1,0.5,509,Low,13.1,93,30,,Yes
Robot,2022-10-18 19:14:16,79.1,0.5,509,Low,16.5,80,66,,Yes
Conveyor Belt,2023-09-16 23:58:34,60.0,0.25,1424,Empty,7.9,95,34,,Yes
CNC Machine,2022-01-08 16:52:54,34.7,0.05,509,Good,11.4,82,70,1.18,No
Stamping Machine,2022-09-03 23:14:49,20.2,0.18,752,Low,20.0,94,54,,No
CNC Machine,2022-09-03 23:14:49,20.2,0.16,763,Empty,20.0,90,30,,No
Stamping Machine,2020-10-18 06:17:22,35.5,0.05,509,Low,12.7,93,34,,No
Robot,2022-08-18 00:56:51,58.6,0.05,509,Good,20.0,100,30,1.19,No
CNC Machine,2022-06-23 09:37:09,20.2,0.28,1993,Empty,18.6,91,30,,Yes
Robot,2022-09-03 23:14:49,20.2,0.18,1046,Good,5.3,80,63,,Yes
CNC Machine,2022-04-17 07:46:25,21.2,0.14,739,Empty,6.6,85,68,1.06,Yes
Robot,2020-07-05 07:56:20,20.2,0.23,1993,Good,7.2,92,45,1.06,Yes
Conveyor Belt,2022-09-03 23:14:49,20.2,0.05,509,Empty,20.0,80,53,1.87,Yes
Stamping Machine,2022-09-03 23:14:49,57.5,0.05,1625,Good,16.9,100,43,2.87,Yes
CNC Machine,2023-09-16 23:58:34,65.9,0.05,768,Good,7.3,100,34,1.93,Yes
Stamping Machine,2023-07-18 10:48:35,31.8,0.07,509,Good,8.1,100,48,,No
Conveyor Belt,2022-09-03 23:14:49,74.1,0.5,1302,Empty,15.7,80,59,,No
CNC Machine,2023-07-18 10:48:35,30.9,0.5,509,Low,20.0,87,30,,No
Robot,2022-12-24 04:03:28,45.9,0.3,1109,Good,20.0,83,36,,Yes
CNC Machine,2022-04-21 13:10:24,20.2,0.34,509,Empty,5.8,80,42,,Yes
Conveyor Belt,2022-07-12 22:45:22,44.3,0.05,656,Low,16.4,99,46,,Yes
Stamping Machine,2021-10-14 00:34:41,33.9,0.05,509,Good,16.0,80,64,,Yes
Stamping Machine,2023-09-16 23:58:34,20.2,0.09,1673,Empty,5.3,100,30,,Yes
Stamping Machine,2020-03-14 05:08:45,34.9,0.5,509,Good,6.7,86,57,,Yes
Conveyor Belt,2020-04-04 06:24:32,61.3,0.49,509,Good,19.3,85,35,,No
CNC Machine,2022-09-03 23:14:49,63.2,0.48,509,Low,9.5,80,70,,No
Stamping Machine,2020-10-18 06:17:22,20.2,0.05,509,Good,6.9,100,51,,Yes
CNC Machine,2020-11-07 05:51:01,44.4,0.5,509,Empty,12.4,89,40,,No
Stamping Machine,2023-09-16 23:58:34,20.2,0.24,1088,Low,18.9,100,35,,Yes
Conveyor Belt,2020-03-14 05:08:45,66.1,0.05,509,Empty,6.6,100,70,,No
CNC Machine,2023-09-15 23:39:07,32.9,0.18,509,Good,7.5,100,34,,Yes
Robot,2022-09-03 23:14:49,79.7,0.25,509,Low,16.1,100,36,,Yes
Robot,2023-09-22 03:26:36,73.8,0.32,509,Low,17.4,92,57,,Yes
Stamping Machine,2020-01-06 23:09:12,63.2,0.28,509,Empty,18.8,80,35,,No
Stamping Machine,2023-09-15 23:39:07,79.7,0.05,509,Low,7.9,100,35,,No
CNC Machine,2022-09-03 23:14:49,20.2,0.39,754,Good,18.6,100,30,,No
Robot,2022-02-04 09:20:03,72.4,0.08,1904,Low,17.1,87,51,,No
Stamping Machine,2022-04-21 13:10:24,31.2,0.18,752,Good,17.3,80,63,,Yes
Robot,2023-05-15 16:48:05,70.4,0.24,509,Empty,12.4,80,70,,No
Stamping Machine,2022-02-04 09:20:03,20.2,0.05,550,Low,20.0,85,34,,Yes
CNC Machine,2022-10-30 20:56:26,79.7,0.36,509,Low,5.3,96,59,,Yes
Stamping Machine,2022-04-17 07:46:25,20.2,0.05,509,Low,12.8,89,49,,No
Robot,2022-12-24 04:03:28,73.9,0.5,509,Good,19.6,93,30,,Yes
CNC Machine,2023-09-16 23:58:34,63.4,0.14,717,Good,13.4,100,68,,Yes
Robot,2022-02-04 09:20:03,27.2,0.5,1548,Good,18.2,100,30,,No
Stamping Machine,2020-04-04 06:24:32,72.3,0.5,1106,Good,19.8,84,30,,No
Conveyor Belt,2023-09-16 23:58:34,74.5,0.15,509,Good,5.4,89,70,,Yes
CNC Machine,2023-07-24 16:21:48,72.9,0.09,509,Good,5.3,100,58,,Yes
Robot,2022-09-03 23:14:49,58.1,0.36,1060,Good,20.0,80,35,,Yes
CNC Machine,2022-07-12 22:45:22,55.8,0.32,792,Low,5.3,80,70,1.93,No
Stamping Machine,2020-10-18 06:17:22,20.2,0.31,1390,Good,20.0,100,38,,Yes
Stamping Machine,2022-04-21 13:10:24,33.0,0.5,1699,Empty,16.1,100,37,1.95,Yes
Conveyor Belt,2020-07-05 07:56:20,20.2,0.36,1871,Empty,5.3,100,30,,Yes
Robot,2023-09-16 23:58:34,73.2,0.5,825,Good,5.3,92,30,1.35,Yes
Conveyor Belt,2020-10-04 20:09:29,39.2,0.5,783,Low,8.0,80,70,,No
CNC Machine,2020-03-14 05:08:45,79.7,0.5,509,Empty,5.4,100,30,,Yes
Stamping Machine,2023-09-15 23:39:07,20.2,0.41,509,Good,10.4,100,70,,Yes
Conveyor Belt,2022-09-03 23:14:49,20.2,0.05,509,Good,9.5,89,50,,No
CNC Machine,2023-09-15 23:39:07,65.3,0.07,509,Good,20.0,80,60,,No
Stamping Machine,2023-05-29 10:17:38,70.6,0.5,1197,Good,20.0,80,55,,No
Stamping Machine,2020-10-18 06:17:22,20.2,0.13,509,Good,5.3,99,70,,Yes
Robot,2020-07-05 07:56:20,20.2,0.48,1045,Good,10.2,81,37,2.86,Yes
Stamping Machine,2022-07-12 22:45:22,24.7,0.5,1666,Empty,13.7,100,30,2.03,No
Stamping Machine,2020-11-06 00:46:27,75.3,0.05,836,Low,8.1,83,70,,Yes
Stamping Machine,2020-03-14 05:08:45,20.2,0.37,509,Good,17.0,95,30,1.78,Yes
Stamping Machine,2022-09-03 23:14:49,20.2,0.5,1887,Low,20.0,89,30,,No
CNC Machine,2022-09-29 17:02:08,29.0,0.05,509,Low,15.6,80,50,1.95,Yes
Robot,2022-04-21 13:10:24,27.0,0.05,509,Low,16.5,100,54,,No
